Student_ID,Gender,Age,Department,Attendance_%,Study_Hours_per_Week,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Backlogs,Internship,Scholarship,Sports_Activity,Extra_Curricular,Placement_Status
4044,Female,20,CS,85.09,33,84.21,51.4,80.51,81.31,44.53,94.05,77.3,F,2,Yes,Yes,No,Yes,Not Placed
4045,Male,24,Business,87.82,10,41.0,77.6,88.84,91.13,27.22,58.27,66.24,A,3,No,No,Yes,Yes,Placed
4046,Male,24,Engineering,89.0,22,69.78,99.47,77.58,68.1,12.27,56.32,70.45,A,0,Yes,Yes,Yes,Yes,Placed
4047,Female,21,Engineering,73.89,36,76.88,93.46,52.98,71.62,67.2,65.38,99.6,D,2,Yes,Yes,No,No,Placed
4048,Female,22,Engineering,71.49,35,81.38,75.59,85.29,55.77,84.17,69.0,97.43,F,0,No,Yes,Yes,No,Not Placed
4049,Female,24,Business,50.55,15,83.18,72.31,69.16,57.64,18.37,89.97,82.44,F,0,Yes,Yes,Yes,No,Placed
4050,Female,21,Business,96.33,30,73.49,99.9,66.01,78.42,87.88,69.46,49.69,A,2,Yes,No,No,Yes,Placed
4051,Female,24,CS,80.17,32,53.4,72.84,99.58,55.13,52.63,52.44,61.6,C,2,Yes,Yes,Yes,Yes,Placed
4052,Female,19,Engineering,60.16,31,96.53,65.21,79.52,60.1,14.41,81.8,92.99,C,1,No,No,Yes,Yes,Placed
4053,Male,23,Mathematics,95.98,23,81.8,94.57,85.54,61.73,64.29,83.56,65.41,F,0,No,Yes,No,No,Not Placed
4054,Male,22,Business,95.75,31,54.21,54.05,76.32,72.2,52.01,90.71,97.32,D,2,Yes,No,No,Yes,Placed
4055,Female,21,CS,99.46,24,59.34,45.85,88.5,52.28,2.82,69.94,69.3,D,0,Yes,Yes,No,No,Placed
4056,Male,23,Engineering,93.7,7,95.32,78.05,87.6,74.99,39.92,54.3,91.71,C,2,No,Yes,No,Yes,Not Placed
4057,Female,23,Mathematics,99.89,20,93.25,45.75,82.86,96.43,78.48,77.65,42.12,D,2,No,No,No,Yes,Not Placed
4058,Male,24,Business,62.23,43,64.31,62.39,99.89,51.22,55.54,56.05,66.05,A,1,No,Yes,No,Yes,Placed
4059,Male,20,Mathematics,92.11,33,42.3,65.41,72.99,81.55,28.2,50.85,82.02,A,1,No,Yes,No,No,Not Placed
4060,Male,19,Business,91.15,19,42.91,72.85,85.31,91.79,92.86,88.93,91.81,F,1,No,No,Yes,Yes,Placed
4061,Female,19,CS,61.55,34,57.04,99.5,89.89,65.62,23.78,70.17,76.58,B,2,No,Yes,No,Yes,Not Placed
4062,Male,19,Mathematics,54.92,44,77.75,53.26,68.8,56.58,25.27,76.25,50.4,C,1,Yes,Yes,No,No,Not Placed
4063,Female,22,Engineering,98.97,5,75.05,62.55,72.86,52.17,35.46,83.14,93.15,C,0,No,Yes,No,No,Not Placed
4064,Male,18,Engineering,64.8,33,78.03,47.93,98.46,82.2,89.45,70.05,74.49,B,0,No,No,No,No,Not Placed
4065,Male,22,Business,93.54,34,83.04,76.46,51.61,77.61,50.76,52.56,46.48,D,2,Yes,No,No,No,Not Placed
4066,Male,21,Engineering,50.21,44,41.14,83.66,66.76,61.46,68.22,62.64,67.83,A,1,Yes,Yes,No,No,Placed
4067,Male,23,Mathematics,51.05,36,46.31,68.92,74.31,91.58,97.63,59.72,81.94,A,3,No,No,Yes,Yes,Not Placed
4068,Male,23,CS,73.29,14,61.57,54.75,50.07,86.78,78.33,98.87,67.06,C,2,Yes,No,No,Yes,Not Placed
4069,Female,18,Business,61.94,31,49.29,77.25,94.96,63.82,17.26,86.98,92.25,C,3,No,No,Yes,Yes,Not Placed
4070,Female,21,Mathematics,84.49,12,44.52,72.35,64.31,87.67,78.84,72.58,65.42,D,2,Yes,No,No,No,Not Placed
4071,Male,18,Business,78.28,40,78.46,50.27,62.89,62.25,74.83,53.17,75.01,D,3,Yes,Yes,Yes,No,Not Placed
4072,Male,23,CS,53.87,39,88.92,64.34,91.02,83.76,23.26,55.79,52.67,C,0,Yes,Yes,Yes,No,Not Placed
4073,Male,24,Business,58.13,40,85.16,66.11,63.9,55.93,32.53,90.64,70.76,D,3,Yes,No,Yes,Yes,Not Placed
4074,Male,22,Engineering,69.4,40,89.02,98.96,82.88,84.61,71.01,97.27,53.37,B,1,No,No,No,No,Not Placed
4075,Female,19,Engineering,59.28,29,79.95,90.96,91.08,61.94,23.84,51.57,53.51,A,3,Yes,Yes,Yes,Yes,Placed
4076,Male,23,Business,89.61,24,84.12,84.06,89.62,78.62,20.82,95.52,56.79,C,3,Yes,No,Yes,No,Placed
4077,Female,20,CS,70.8,21,56.31,93.33,89.1,58.62,70.35,69.03,42.65,B,0,Yes,Yes,No,Yes,Placed
4078,Male,19,CS,54.67,27,99.58,84.13,54.43,86.3,88.06,60.68,49.8,B,1,No,Yes,No,Yes,Placed
4079,Female,23,Engineering,74.22,29,50.99,94.2,53.99,53.04,7.5,55.11,65.46,F,1,Yes,Yes,No,No,Not Placed
4080,Male,22,CS,54.54,35,52.87,43.27,65.34,58.27,44.59,88.59,47.86,C,3,No,Yes,Yes,No,Placed
4081,Male,18,Business,56.45,10,57.34,67.36,51.8,59.21,60.72,73.45,48.0,F,2,No,Yes,No,No,Placed
4082,Female,24,Mathematics,61.98,39,98.52,84.81,75.02,52.07,67.63,91.62,98.08,B,1,Yes,Yes,Yes,Yes,Not Placed
4083,Male,24,Business,92.98,8,99.3,75.0,69.74,87.25,99.62,61.31,65.63,C,1,Yes,Yes,Yes,No,Placed
4084,Male,19,Engineering,96.23,44,87.69,50.51,77.85,99.05,68.27,83.93,64.22,F,2,No,Yes,No,Yes,Not Placed
4085,Male,22,Engineering,91.31,24,77.74,60.43,64.94,88.92,62.02,55.91,56.06,A,0,No,No,No,No,Placed
4086,Female,24,Engineering,66.7,5,71.2,59.07,74.29,93.03,98.97,54.49,70.75,C,0,Yes,Yes,Yes,No,Placed
4087,Male,24,CS,63.62,30,98.24,55.68,66.74,50.3,6.07,56.67,75.76,F,0,No,No,Yes,Yes,Placed
4088,Male,21,Business,77.46,38,81.74,60.59,59.76,55.89,7.44,90.45,65.09,D,1,Yes,No,No,No,Placed
4089,Female,20,Mathematics,86.09,14,96.68,70.89,82.47,77.95,56.07,82.78,63.63,C,1,Yes,No,Yes,Yes,Placed
4090,Female,19,Business,99.67,27,58.99,91.29,83.67,98.89,35.87,58.3,82.03,D,2,Yes,No,No,Yes,Not Placed
4091,Female,18,Mathematics,56.58,28,60.03,84.52,91.46,83.04,9.67,69.24,96.99,C,2,No,No,No,No,Placed
4092,Male,24,Business,52.46,17,91.28,90.11,93.74,68.71,30.64,88.18,92.67,F,2,Yes,Yes,Yes,Yes,Placed
4093,Male,21,Engineering,84.72,33,48.99,93.02,85.22,57.31,67.44,64.28,47.12,F,3,Yes,Yes,No,No,Not Placed
4094,Male,22,Mathematics,91.61,31,96.76,64.97,84.37,57.64,88.06,96.06,79.14,C,0,Yes,Yes,Yes,No,Placed
4095,Female,24,Business,92.32,35,70.45,60.76,52.83,68.14,9.43,95.73,40.42,B,1,Yes,No,Yes,Yes,Placed
4096,Male,20,CS,83.92,14,95.58,43.46,55.49,85.69,54.01,77.65,77.99,F,2,Yes,Yes,No,Yes,Placed
4097,Male,18,CS,97.7,35,60.21,95.83,90.63,51.59,29.61,81.6,67.86,C,1,Yes,No,Yes,Yes,Not Placed
4098,Female,22,Business,75.55,43,82.96,43.95,61.65,92.61,66.73,82.66,69.47,C,3,Yes,Yes,No,Yes,Placed
4099,Female,22,Engineering,95.69,14,68.97,84.47,67.78,97.08,54.95,62.92,75.28,A,2,Yes,No,No,Yes,Not Placed
4100,Female,19,Mathematics,98.39,28,77.61,62.69,57.26,94.44,92.67,68.27,84.56,D,2,No,No,No,No,Not Placed
4101,Female,24,Business,92.36,37,70.26,96.93,59.76,95.65,3.77,56.8,83.77,A,3,No,No,No,Yes,Not Placed
4102,Female,19,CS,65.49,18,98.03,65.18,88.77,50.77,47.0,96.24,42.67,D,0,No,Yes,No,Yes,Not Placed
4103,Male,18,Mathematics,59.81,39,81.53,89.0,63.09,98.89,19.28,86.19,84.19,D,0,Yes,No,No,Yes,Placed
4104,Female,24,CS,77.41,38,55.08,56.96,72.45,68.32,53.68,52.32,89.79,A,1,No,Yes,No,No,Not Placed
4105,Male,23,CS,72.65,21,94.58,57.95,57.58,93.46,85.36,77.47,44.09,B,1,Yes,Yes,No,No,Placed
4106,Male,24,Business,93.89,25,57.64,75.73,83.9,59.34,91.13,67.15,59.38,C,2,No,No,No,Yes,Not Placed
4107,Female,23,CS,55.0,36,62.3,99.88,86.41,72.33,39.82,90.76,87.52,F,0,No,No,Yes,Yes,Not Placed
4108,Female,22,Mathematics,62.89,7,46.13,71.05,68.08,52.21,81.18,67.19,69.59,C,1,Yes,Yes,No,Yes,Placed
4109,Female,19,Engineering,87.59,19,94.0,96.18,89.24,52.0,28.05,82.21,81.69,A,0,No,No,No,Yes,Not Placed
4110,Male,20,Business,54.75,12,57.17,87.17,62.0,97.16,0.63,58.29,70.14,B,1,No,Yes,Yes,Yes,Placed
4111,Female,24,Mathematics,66.04,36,55.54,87.75,84.6,90.53,85.52,77.94,98.69,F,3,Yes,Yes,Yes,No,Not Placed
4112,Female,20,Business,69.36,42,95.22,66.16,86.5,76.49,11.94,64.69,96.17,F,3,No,Yes,Yes,Yes,Placed
4113,Female,24,CS,81.13,30,88.33,63.19,98.43,76.27,1.76,58.24,56.87,B,1,No,Yes,No,No,Placed
4114,Female,22,CS,57.91,34,48.46,51.52,61.62,87.44,35.38,80.96,63.15,F,3,Yes,No,No,No,Not Placed
4115,Female,19,Mathematics,93.03,13,86.16,97.84,54.69,67.08,37.94,81.93,65.88,F,0,No,No,Yes,Yes,Placed
4116,Male,18,Mathematics,72.38,36,94.78,97.56,63.15,88.09,7.72,99.17,46.25,B,1,Yes,Yes,No,No,Not Placed
4117,Male,18,Engineering,95.85,15,44.71,84.82,56.14,74.25,81.42,83.46,64.24,A,3,No,No,Yes,Yes,Not Placed
4118,Male,18,Mathematics,73.39,26,89.51,57.78,58.48,81.9,40.56,75.79,86.49,A,1,No,No,Yes,No,Placed
4119,Female,24,Mathematics,63.75,38,72.85,54.71,66.71,98.24,48.99,95.63,90.81,F,0,No,No,No,No,Placed
4120,Female,24,Business,57.09,22,80.15,99.32,70.7,73.57,26.46,91.41,93.17,A,0,Yes,Yes,Yes,No,Not Placed
4121,Female,20,CS,50.19,23,69.57,43.99,95.19,70.92,51.15,77.44,40.87,A,1,Yes,Yes,No,Yes,Not Placed
4122,Male,19,Mathematics,76.61,22,81.87,90.61,59.78,95.29,76.67,75.57,87.33,F,1,No,Yes,No,No,Placed
4123,Female,24,Engineering,55.36,41,42.05,61.33,98.59,95.13,90.62,97.1,70.16,F,0,No,Yes,No,Yes,Placed
4124,Female,19,Mathematics,69.59,22,85.76,65.13,90.51,99.62,97.05,80.86,52.37,A,1,Yes,No,Yes,Yes,Placed
4125,Female,20,CS,79.46,16,42.0,89.92,94.07,77.54,42.67,85.69,69.92,D,1,No,Yes,No,No,Not Placed
4126,Male,24,Mathematics,63.78,8,67.32,45.44,96.47,67.21,99.0,54.33,90.66,B,1,Yes,Yes,No,No,Not Placed
4127,Female,18,Business,58.76,31,49.06,61.25,87.66,62.02,29.5,85.92,66.05,A,2,Yes,No,No,No,Placed
4128,Male,18,CS,88.74,9,89.41,97.12,89.44,51.7,0.7,63.23,99.43,A,0,Yes,Yes,Yes,No,Not Placed
4129,Female,22,Mathematics,97.34,10,58.82,81.94,71.89,86.34,76.76,55.78,77.0,D,2,No,Yes,Yes,No,Placed
4130,Male,23,Business,55.02,17,67.25,85.3,75.52,61.67,17.84,92.48,69.39,C,2,Yes,Yes,Yes,Yes,Placed
4131,Male,21,CS,57.78,27,65.73,85.45,96.62,80.33,5.25,84.56,57.69,C,2,Yes,Yes,Yes,No,Not Placed
4132,Male,23,Mathematics,98.0,29,86.35,43.63,68.91,95.83,92.4,70.38,40.66,B,3,No,Yes,Yes,Yes,Not Placed
4133,Female,24,Business,51.89,8,68.87,52.19,52.1,97.51,79.18,71.57,76.63,F,2,Yes,No,Yes,Yes,Not Placed
4134,Female,19,Engineering,98.88,36,87.34,69.48,88.14,50.22,10.27,59.86,74.65,A,1,No,No,Yes,Yes,Not Placed
4135,Male,24,Business,50.23,19,44.41,62.09,78.66,65.85,77.69,50.48,71.01,D,2,No,Yes,No,No,Placed
4136,Male,19,Engineering,93.68,30,51.5,64.65,90.74,91.87,84.4,67.47,72.26,F,3,No,No,Yes,Yes,Not Placed
4137,Female,19,Mathematics,65.37,15,73.09,86.89,53.78,76.82,90.53,57.42,90.61,F,3,No,No,Yes,No,Not Placed
4138,Female,23,Business,96.93,13,96.83,40.88,81.06,90.38,54.37,71.09,59.01,C,2,No,No,Yes,Yes,Placed
4139,Male,21,Engineering,65.85,15,44.49,79.63,62.39,92.67,70.34,91.69,73.02,A,0,No,Yes,Yes,No,Not Placed
4140,Female,22,CS,82.72,6,42.59,40.01,95.16,72.13,76.22,55.74,80.8,B,1,Yes,No,No,No,Not Placed
4141,Female,23,Business,54.0,31,49.39,43.78,55.5,67.95,68.86,54.59,52.59,D,1,No,No,Yes,Yes,Not Placed
4142,Female,21,Mathematics,62.12,30,78.47,64.5,92.15,72.77,64.68,95.11,95.49,A,0,No,No,No,Yes,Not Placed
4143,Female,18,CS,88.68,12,63.94,90.46,54.43,82.64,54.76,87.26,84.23,F,1,No,No,Yes,Yes,Placed
4144,Male,18,Engineering,76.43,25,89.53,48.7,51.25,68.36,47.92,52.65,43.2,F,3,Yes,Yes,Yes,No,Placed
4145,Female,19,Business,96.4,25,44.32,73.28,61.75,88.75,99.61,53.98,91.91,B,3,Yes,Yes,No,No,Placed
4146,Female,20,Business,71.44,12,51.78,80.71,66.65,95.2,33.76,84.25,95.79,C,1,No,No,Yes,No,Placed
4147,Male,24,Mathematics,93.49,5,58.0,53.77,81.33,64.12,8.83,68.52,87.62,B,0,No,No,Yes,No,Not Placed
4148,Male,24,CS,72.45,42,77.6,70.74,56.59,98.25,76.5,86.21,65.57,B,1,Yes,Yes,Yes,No,Placed
4149,Female,19,Business,98.96,17,81.11,94.68,71.87,81.14,21.38,70.22,99.66,A,2,No,Yes,No,Yes,Not Placed
4150,Female,20,Business,97.99,13,47.45,70.73,60.21,93.91,53.27,98.39,47.47,C,3,No,No,Yes,Yes,Not Placed
4151,Female,21,CS,66.46,32,96.63,49.44,92.77,55.2,9.58,84.72,72.2,F,3,Yes,No,No,No,Not Placed
4152,Female,18,Business,94.3,10,60.46,77.67,52.25,62.57,61.93,52.33,50.22,C,2,Yes,No,Yes,Yes,Placed
4153,Male,24,CS,92.38,27,82.79,75.53,67.8,66.05,94.4,66.53,66.36,A,3,Yes,No,No,Yes,Not Placed
4154,Male,23,CS,60.53,40,71.45,41.62,81.57,65.14,72.27,78.18,95.65,A,2,Yes,No,Yes,No,Placed
4155,Male,20,CS,81.21,21,53.37,45.44,95.65,58.59,21.45,57.09,87.66,B,3,Yes,Yes,Yes,No,Not Placed
4156,Female,21,Mathematics,53.63,13,90.77,49.41,93.4,93.41,97.11,50.13,86.92,A,0,No,Yes,No,No,Placed
4157,Female,18,CS,91.84,16,89.09,48.18,94.76,70.93,30.71,53.97,61.23,C,3,No,No,No,Yes,Placed
4158,Female,23,CS,58.73,26,63.76,55.57,53.14,98.16,43.66,76.21,96.06,B,1,Yes,No,Yes,No,Placed
4159,Female,20,Engineering,53.54,16,75.32,67.25,92.05,79.17,49.81,81.61,62.1,B,1,Yes,Yes,Yes,No,Placed
4160,Male,19,Engineering,70.01,10,55.47,62.3,89.0,56.92,99.07,54.65,42.4,B,1,No,No,No,Yes,Not Placed
4161,Male,19,Mathematics,78.85,13,81.39,93.44,95.12,77.3,6.89,83.26,78.27,C,1,No,Yes,No,No,Placed
4162,Female,19,CS,92.75,41,58.54,76.73,65.58,99.68,69.67,80.86,61.76,B,0,Yes,No,Yes,Yes,Placed
4163,Male,24,Engineering,98.71,7,90.64,92.57,95.59,78.26,36.19,96.99,49.22,D,3,No,No,Yes,No,Placed
4164,Female,21,Engineering,71.97,38,53.04,71.62,70.13,50.09,7.83,92.03,96.08,D,1,No,Yes,No,No,Not Placed
4165,Female,19,Business,53.02,12,40.89,45.39,81.7,96.65,93.5,97.16,78.23,C,3,No,Yes,Yes,No,Not Placed
4166,Male,24,CS,87.46,14,56.11,67.8,71.21,61.74,58.99,98.31,96.43,F,0,No,No,No,No,Placed
4167,Female,22,Engineering,78.26,13,51.46,89.32,71.38,84.43,75.35,72.04,74.98,F,2,Yes,Yes,Yes,No,Placed
4168,Female,24,Mathematics,72.39,18,70.5,51.65,77.33,75.75,24.04,74.4,43.83,B,0,No,Yes,Yes,No,Not Placed
4169,Male,18,Business,65.46,41,52.22,45.47,67.8,66.27,76.15,64.08,41.8,C,1,No,Yes,Yes,No,Not Placed
4170,Female,24,Business,75.12,31,85.79,59.77,89.64,64.13,82.85,75.42,94.03,B,0,No,No,Yes,Yes,Placed
4171,Female,21,CS,66.93,36,54.48,63.33,81.68,96.44,43.08,57.54,42.32,B,1,Yes,No,Yes,Yes,Not Placed
4172,Male,23,CS,87.85,8,82.42,58.38,84.49,95.6,57.2,83.57,76.91,D,0,No,Yes,No,Yes,Not Placed
4173,Female,24,Business,77.19,6,74.71,48.11,61.55,75.66,97.19,51.25,57.88,A,1,Yes,No,No,No,Placed
4174,Male,19,Mathematics,93.84,37,99.17,55.05,98.48,62.92,84.67,61.78,81.26,C,2,Yes,Yes,No,Yes,Placed
4175,Female,18,CS,77.18,25,99.99,80.94,83.01,55.12,44.49,60.4,57.08,A,2,No,Yes,Yes,Yes,Not Placed
4176,Male,20,CS,61.91,5,92.17,63.16,59.86,57.83,66.46,96.89,42.23,D,3,Yes,Yes,No,Yes,Placed
4177,Male,19,Business,92.55,15,85.6,77.95,87.52,76.11,78.42,57.25,83.85,A,3,Yes,Yes,Yes,Yes,Placed
4178,Male,18,Business,77.86,5,63.19,72.18,58.69,65.39,2.43,94.54,58.65,D,0,Yes,Yes,Yes,Yes,Not Placed
4179,Female,22,CS,60.34,15,85.2,72.94,53.17,52.1,58.84,56.22,73.05,F,2,Yes,No,Yes,No,Not Placed
4180,Male,20,Engineering,81.18,11,97.4,54.91,76.38,72.76,98.45,82.53,86.43,D,1,No,No,Yes,Yes,Not Placed
4181,Male,22,CS,67.89,6,41.4,71.29,77.68,87.31,94.72,65.99,82.17,C,2,No,No,No,Yes,Placed
4182,Male,23,Engineering,92.22,19,72.27,41.42,59.45,94.58,83.24,65.8,60.91,F,2,Yes,No,Yes,Yes,Placed
4183,Male,18,Business,72.66,12,53.08,65.9,67.42,79.26,10.62,99.91,84.87,B,2,No,Yes,Yes,No,Not Placed
4184,Male,22,Engineering,86.32,30,73.47,74.36,97.29,86.16,99.4,61.3,95.54,C,2,Yes,No,No,No,Not Placed
4185,Female,23,Mathematics,54.78,44,67.99,50.92,64.25,68.2,60.95,60.13,76.6,C,1,Yes,Yes,Yes,Yes,Placed
4186,Female,18,Business,69.8,39,74.55,55.39,57.78,74.81,22.29,79.47,82.21,C,2,No,Yes,No,No,Placed
4187,Female,18,CS,99.16,25,73.06,53.17,99.63,86.48,67.43,87.04,91.95,A,2,Yes,Yes,No,No,Not Placed
4188,Female,22,CS,90.42,42,97.61,44.23,65.12,86.38,85.65,99.13,90.62,A,0,No,No,No,Yes,Not Placed
4189,Female,18,Business,58.0,12,73.13,60.87,84.01,71.23,11.23,85.07,61.1,B,3,No,No,No,No,Placed
4190,Female,19,Business,63.89,36,90.77,98.74,61.58,77.18,91.64,78.09,99.5,A,3,Yes,Yes,Yes,Yes,Placed
4191,Female,18,Mathematics,66.49,12,59.19,61.23,77.51,96.19,92.02,70.46,41.71,C,3,No,No,No,No,Not Placed
4192,Male,21,Business,82.52,14,66.29,67.63,69.31,81.6,1.35,79.76,99.2,D,3,No,No,Yes,No,Placed
4193,Female,23,CS,87.85,27,68.22,79.19,98.08,82.13,90.03,80.04,54.76,B,1,No,Yes,Yes,No,Not Placed
4194,Male,18,Mathematics,87.48,8,56.72,78.91,71.64,89.23,94.68,60.89,66.43,B,0,No,No,No,Yes,Placed
4195,Male,21,CS,75.49,42,62.79,96.99,79.21,55.76,3.77,83.56,93.02,C,0,Yes,No,Yes,No,Placed
4196,Female,18,Engineering,90.54,34,75.91,91.45,97.24,76.14,29.42,60.22,54.66,F,0,No,No,Yes,No,Not Placed
4197,Male,18,Business,71.85,27,74.81,87.64,99.46,97.97,37.31,74.5,53.49,A,2,Yes,Yes,No,No,Placed
4198,Male,22,Engineering,56.19,9,78.19,97.1,55.08,68.08,34.89,62.99,78.59,F,2,No,Yes,No,No,Not Placed
4199,Male,19,CS,78.22,25,61.11,53.85,91.72,64.75,75.9,65.64,82.33,C,0,Yes,No,Yes,No,Not Placed
4200,Male,23,Engineering,97.62,10,58.95,77.02,69.11,80.06,35.81,80.69,40.45,F,1,Yes,No,No,Yes,Placed
4201,Female,19,Engineering,89.65,21,76.7,93.23,79.74,61.06,95.66,53.22,67.03,C,3,Yes,No,Yes,No,Not Placed
4202,Female,20,CS,78.94,29,47.97,77.45,68.75,77.8,99.5,50.6,69.35,A,1,No,No,No,No,Placed
4203,Female,22,CS,82.34,28,55.18,98.65,70.06,57.78,31.68,56.53,56.31,A,0,Yes,No,No,Yes,Not Placed
4204,Female,22,Business,96.53,26,42.53,46.02,57.94,78.99,50.88,58.44,72.77,B,3,Yes,No,Yes,Yes,Not Placed
4205,Female,19,Engineering,71.42,17,44.36,66.36,78.64,80.12,55.77,59.89,49.27,F,3,Yes,Yes,Yes,Yes,Not Placed
4206,Female,24,Mathematics,66.57,21,54.6,98.64,77.34,70.92,57.94,88.7,59.42,F,3,No,No,Yes,No,Placed
4207,Female,22,Mathematics,98.86,18,41.17,62.77,59.47,69.14,37.42,72.34,82.79,F,1,No,Yes,No,Yes,Not Placed
4208,Female,19,CS,93.17,38,54.72,84.37,77.09,62.27,16.6,73.5,92.43,F,0,No,No,No,No,Placed
4209,Female,22,CS,66.15,30,79.3,41.82,98.66,66.55,5.46,82.22,75.36,D,2,Yes,Yes,Yes,No,Not Placed
4210,Female,18,Engineering,73.19,23,43.67,81.69,85.72,74.92,10.63,86.46,44.49,B,3,Yes,Yes,No,Yes,Not Placed
4211,Male,19,CS,70.75,30,66.2,96.08,74.05,62.38,90.13,50.18,80.72,B,3,Yes,Yes,Yes,Yes,Not Placed
4212,Female,19,Mathematics,57.45,7,94.79,62.96,95.8,89.14,28.04,92.84,93.86,D,3,Yes,No,No,Yes,Placed
4213,Male,21,Business,97.89,6,87.48,41.28,78.77,85.45,7.68,99.42,70.26,F,3,No,Yes,Yes,No,Not Placed
4214,Male,22,Business,70.22,32,58.33,41.67,56.75,63.47,62.35,56.09,69.62,D,3,No,Yes,Yes,No,Placed
4215,Male,22,Engineering,93.77,6,95.49,93.52,77.38,54.87,7.53,82.55,99.48,F,2,Yes,Yes,No,No,Not Placed
4216,Male,19,Business,59.47,26,59.78,83.35,59.05,50.01,7.01,50.12,78.18,D,3,No,Yes,No,No,Not Placed
4217,Female,18,CS,77.39,11,44.35,46.4,88.38,79.84,62.16,52.45,88.36,B,3,No,No,No,Yes,Placed
4218,Male,18,CS,51.2,8,99.64,43.28,98.36,60.57,59.14,64.25,78.79,D,2,No,Yes,Yes,No,Placed
4219,Female,23,CS,88.21,42,92.2,88.29,68.04,50.63,4.15,92.32,53.25,C,1,No,Yes,Yes,No,Placed
4220,Female,18,CS,79.05,43,67.96,88.59,71.75,67.95,46.05,82.63,57.04,F,0,No,Yes,No,Yes,Not Placed
4221,Male,22,Engineering,81.28,24,79.98,47.23,71.07,98.1,43.58,72.29,79.94,D,1,No,Yes,Yes,Yes,Not Placed
4222,Female,24,Business,52.59,10,80.27,58.09,64.26,84.5,54.67,71.93,67.36,F,3,Yes,Yes,Yes,No,Not Placed
4223,Male,21,Mathematics,60.55,13,51.67,86.8,89.71,92.89,73.78,73.3,64.26,A,1,Yes,No,No,No,Placed
4224,Male,19,Business,53.72,35,52.0,71.52,80.89,57.24,28.28,65.55,41.35,F,2,No,Yes,No,No,Not Placed
4225,Female,20,CS,64.45,30,68.17,97.4,53.2,53.66,43.28,93.89,93.06,D,3,No,No,No,Yes,Placed
4226,Female,21,Mathematics,81.37,40,94.69,68.86,91.94,50.58,79.27,78.39,93.07,F,1,No,No,Yes,No,Not Placed
4227,Male,24,Engineering,78.31,30,40.6,80.62,59.35,97.78,92.26,74.2,67.66,C,0,Yes,Yes,Yes,No,Placed
4228,Female,20,CS,80.61,32,86.95,70.59,98.96,65.01,89.13,73.25,82.04,C,1,Yes,No,Yes,Yes,Placed
4229,Female,21,CS,77.46,9,43.45,96.58,68.83,72.98,47.76,96.79,50.67,D,3,No,No,Yes,Yes,Not Placed
4230,Female,18,Mathematics,63.65,14,68.69,63.92,80.82,69.73,52.09,86.18,70.23,D,3,Yes,Yes,Yes,Yes,Placed
4231,Male,22,Engineering,62.23,22,78.27,53.79,53.89,86.52,52.91,57.24,66.33,F,3,No,Yes,No,No,Not Placed
4232,Male,24,Mathematics,56.85,19,81.21,59.6,67.23,65.5,86.87,71.85,79.4,B,2,Yes,Yes,Yes,Yes,Placed
4233,Female,20,Engineering,92.45,37,43.51,91.17,90.12,76.77,83.99,64.42,68.18,C,3,Yes,No,Yes,Yes,Placed
4234,Female,24,CS,80.82,9,65.12,69.88,73.86,99.78,31.15,99.34,69.91,C,1,Yes,Yes,No,Yes,Not Placed
4235,Female,21,Business,59.33,41,75.03,61.26,95.23,72.2,16.28,70.77,57.74,A,0,Yes,No,Yes,No,Not Placed
4236,Female,22,CS,58.86,44,43.96,72.66,78.76,77.56,37.9,53.39,42.91,A,1,No,Yes,Yes,Yes,Placed
4237,Female,24,Business,93.65,26,48.11,47.99,96.43,75.13,28.84,70.56,95.02,B,0,No,Yes,No,Yes,Not Placed
4238,Male,20,Business,87.14,26,79.82,40.32,99.13,90.16,95.08,66.07,40.73,C,3,No,No,No,Yes,Placed
4239,Female,19,Engineering,82.97,26,71.3,56.84,72.69,63.34,26.59,79.98,56.88,D,0,Yes,Yes,Yes,No,Not Placed
4240,Male,21,Mathematics,70.34,19,49.71,76.3,78.26,58.52,18.12,61.3,66.86,C,2,Yes,No,No,Yes,Placed
4241,Female,19,Engineering,63.1,21,72.11,82.7,91.75,87.7,89.95,51.8,59.15,D,2,Yes,No,Yes,Yes,Not Placed
4242,Male,18,CS,98.97,32,94.76,89.6,61.08,70.78,8.65,54.79,73.12,D,2,Yes,Yes,No,No,Placed
4243,Female,19,Mathematics,89.86,26,40.94,95.6,93.08,95.69,26.03,64.16,67.7,B,2,Yes,No,Yes,No,Not Placed
4244,Male,19,Business,65.09,25,78.56,64.73,79.6,82.21,43.91,67.42,55.33,C,2,No,Yes,No,Yes,Placed
4245,Female,23,Business,92.38,21,44.42,84.43,86.28,78.22,59.51,91.72,45.28,F,0,No,Yes,No,No,Placed
4246,Male,21,CS,87.95,9,40.39,44.48,53.99,53.52,32.77,63.5,48.25,C,0,Yes,Yes,Yes,Yes,Not Placed
4247,Male,18,Mathematics,64.85,22,49.04,43.45,88.31,86.52,49.62,51.57,69.18,C,3,No,No,Yes,No,Not Placed
4248,Male,19,CS,71.33,21,65.37,47.49,65.54,84.3,19.88,89.04,90.76,A,0,No,No,No,No,Placed
4249,Male,22,CS,59.3,8,88.14,66.91,90.26,82.0,57.43,93.45,46.04,B,0,No,No,Yes,No,Not Placed
